id,sentence,total_fix_dur
311,"Suffers from rambling, repetitive dialogue and the visual drabness endemic to digital video. ",2334.3333333333335
312,The quirky drama touches the heart and the funnybone thanks to the energetic and always surprising performance by Rachel Griffiths. ,2314.636363636364
313,`Enigma' is the kind of engaging historical drama that Hollywood appears to have given up on in favor of sentimental war movies in the vein of `We Were Soldiers.' ,3192.2499999999995
314,"If you're over 25, have an IQ over 90, and have a driver's license, you should be able to find better entertainment. ",2071.583333333333
315,It's 51 times better than this. ,1352.4999999999998
316,"An amalgam of The Fugitive, Blade Runner, and Total Recall, only without much energy or tension. ",1784.833333333333
317,The Rock has a great presence but one battle after another is not the same as one battle followed by killer CGI effects. ,2698.2499999999995
318,"The movie is almost completely lacking in suspense, surprise and consistent emotional conviction. ",2111.0
319,It never fails to engage us. ,1055.5454545454545
320,Attal pushes too hard to make this a comedy or serious drama. ,2061.7272727272725
321,but that's OK. ,366.0
322,"``My god, I'm behaving like an idiot!'' Devos and Cassel have tremendous chemistry -- their sexual and romantic tension, while never really vocalized, is palpable. ",3090.333333333333
323,"That's not vintage Spielberg and that, finally, is minimally satisfying. ",2088.333333333333
324,"After seeing the film, I can tell you that there's no other reason why anyone should bother remembering it. ",2032.3636363636363
325,After that it becomes long and tedious like a classroom play in a college history course. ,1755.909090909091
326,Few films capture so perfectly the hopes and dreams of little boys on baseball fields as well as the grown men who sit in the stands. ,2280.0000000000005
327,"Featuring a dangerously seductive performance from the great Daniel Auteuil, ``Sade'' covers the same period as Kaufmann's ``Quills'' with more unsettlingly realistic results. ",3859.4999999999995
328,It's everything you don't go to the movies for. ,1333.7272727272725
329,"Starts out mediocre, spirals downward, and thuds to the bottom of the pool with an utterly incompetent conclusion. ",1524.0833333333333
330,just about as chilling and unsettling as `Manhunter' was. ,1171.3636363636363
331,"Only an epic documentary could get it all down, and Spike Lee's Jim Brown: All American at long last gives its subject a movie worthy of his talents. ",3537.75
332,that ultimately dulls the human tragedy at the story's core. ,931.1666666666667
333,"The misery of these people becomes just another voyeuristic spectacle, to be consumed and forgotten. ",2149.909090909091
334,"is at once playful and haunting, an in-depth portrait of an iconoclastic artist who was fundamentally unknowable even to his closest friends. ",2426.5
335,"Just about the best straight-up, old-school horror film of the last 15 years. ",1554.5833333333335
336,"A zombie movie in every sense of the word -- mindless, lifeless, meandering, loud, painful, obnoxious. ",1760.4166666666665
337,A portrait of an artist. ,835.0909090909091
338,"At times, the movie looks genuinely pretty. ",1307.75
339,"It has fun with the quirks of family life, but it also treats the subject with fondness and respect. ",2382.9166666666665
340,"Why he was given free reign over this project -- he wrote, directed, starred and produced -- is beyond me. ",2079.6666666666665
341,A classy item by a legend who may have nothing left to prove but still has the chops and drive to show how its done. ,1988.8333333333333
342,The rest runs from mildly unimpressive to despairingly awful. ,1062.25
343,"The movie is for fans who can't stop loving anime, and the fanatical excess built into it. ",2320.8333333333335
344,"Feels like nothing quite so much as a middle-aged moviemaker's attempt to surround himself with beautiful, half-naked women. ",3043.272727272727
345,"Ultimate X is a ride, basically the kind of greatest-hits reel that might come with a subscription to ESPN the Magazine. ",2661.833333333333
346,... ,0.0
347,"For all the complications, it's all surprisingly predictable. ",1387.181818181818
348,"Blade II has a brilliant director and charismatic star, but it suffers from rampant vampire devaluation. ",2427.181818181818
349,Reeks of rot and hack work from start to finish. ,1623.0833333333333
350,"Bray is completely at sea; with nothing but a Savage Garden music video on his resume, he has no clue about making a movie. ",2149.0
351,"The Venezuelans say things like ``si, pretty much'' and ``por favor, go home'' when talking to Americans. ",2013.3333333333328
352,What should have been a cutting Hollywood satire is instead about as fresh as last week's issue of Variety. ,2105.666666666667
353,The delicious trimmings... ,477.0833333333333
354,Flaccid drama and exasperatingly slow journey. ,1193.833333333333
355,"A loud, ugly, irritating movie without any of its satirical salvos hitting a discernible target. ",1992.2727272727273
356,A small movie with a big impact. ,884.6363636363637
357,"Alain Choquart's camera barely stops moving, portraying both the turmoil of the time and giving Conduct a perpetual sense of urgency, which, for a film that takes nearly three hours to unspool, is both funny and irritating. ",3730.083333333333
358,... ,0.0
359,"Director of photography Benoit Delhomme shot the movie in delicious colors, and the costumes and sets are grand. ",2647.0
360,"The asylum material is gripping, as are the scenes of Jia with his family. ",1522.4999999999998
361,What a great shame that such a talented director as Chen Kaige has chosen to make his English-language debut with a film so poorly plotted and scripted. ,3034.5
362,"A breathtaking adventure for all ages, Spirit tells its poignant and uplifting story in a stunning fusion of music and images. ",2155.3333333333335
363,"is now stretched to barely feature length, with a little more attention paid to the animation. ",2662.0909090909095
364,"Loud, chaotic and largely unfunny. ",1001.1666666666667
365,"The Ring is worth a look, if you don't demand much more than a few cheap thrills from your Halloween entertainment. ",2614.0000000000005
366,The picture doesn't know it's a comedy. ,881.1666666666666
367,The film rehashes several old themes and is capped with pointless extremes -- it's insanely violent and very graphic. ,3318.1666666666665
368,... ,0.0
369,have done a fine job of updating White's dry wit to a new age. ,1164.9999999999998
370,"Harris is supposed to be the star of the story, but comes across as pretty dull and wooden. ",1663.5454545454545
371,"Everything its title implies, a standard-issue crime drama spat out from the Tinseltown assembly line. ",2034.9999999999995
372,"The wonderful combination of the sweetness and the extraordinary technical accomplishments of the first film are maintained, but its overall impact falls a little flat with a storyline that never quite delivers the original magic. ",3796.090909090909
373,This stuck pig of a movie flails limply between bizarre comedy and pallid horror. ,1967.9166666666665
374,Everything was as superficial as the forced New Jersey lowbrow accent Uma had. ,2122.083333333333
375,"For those for whom the name Woody Allen was once a guarantee of something fresh, sometimes funny, and usually genuinely worthwhile, Hollywood Ending is a depressing experience. ",3372.416666666667
376,"It's badly acted, blandly directed, and could have been scripted by someone who just graduated from elementary school. ",1805.0000000000005
377,"a cute and sometimes side-splittingly funny blend of Legally Blonde and Drop Dead Gorgeous, starring Piper Perabo in what could be her breakthrough role. ",2494.5000000000005
378,The movie is virtually without context -- journalistic or historical. ,1345.0
379,Ford deserves to be remembered at Oscar time for crafting this wonderful portrait of a conflicted soldier. ,1923.6666666666663
380,The second coming of Harry Potter is a film far superior to its predecessor. ,1610.9166666666665
381,A biopic about Crane's life in the classic tradition but evolves into what has become of us all in the era of video. ,2915.6666666666665
382,"Aptly named, this shimmering, beautifully costumed and filmed production doesn't work for me. ",2275.833333333334
383,Hey Arnold! ,343.8181818181818
384,"The problem is that for the most part, the film is deadly dull. ",1063.5
385,Exceptionally well acted by Diane Lane and Richard Gere. ,1555.0833333333335
386,The film often achieves a mesmerizing poetry. ,1290.6666666666665
387,"High Crimes knows the mistakes that bad movies make and is determined not to make them, and maybe that is nobility of a sort. ",3164.3333333333335
388,"This version moves beyond the original's nostalgia for the communal film experiences of yesteryear to a deeper realization of cinema's inability to stand in for true, lived experience. ",5242.083333333335
389,"Cantet perfectly captures the hotel lobbies, two-lane highways, and roadside cafes that permeate Vincent's days An important movie, a reminder of the power of film to move us and to make us examine our values. ",3573.833333333333
390,getting... ,176.41666666666663
391,"Warm Water Under a Red Bridge is a quirky and poignant Japanese film that explores the fascinating connections between women, water, nature, and sexuality. ",2493.916666666667
392,one another and put on a show in drag. ,1224.1666666666665
393,I'm not sure which will take longer to heal: the welt on Johnny Knoxville's stomach from a riot-control projectile or my own tortured psyche. ,2846.2727272727266
394,a weird amalgam of `The Thing' and a geriatric `Scream.' ,987.8181818181818
395,"For the most part, it's a work of incendiary genius, steering clear of knee-jerk reactions and quick solutions. ",2213.2727272727275
396,presidents. ,123.41666666666669
397,He obtained his degree at Edinburgh Medical School. ,995.7500000000001
398,He left active duty three years later with the rank of lieutenant colonel. ,1735.25
399,"There, he played varsity golf, football, and baseball, and was president of the Yale Glee Club. ",1825.5833333333335
400,Lovett. ,250.0
401,"Beginning with Love Me Tender (opened on November 15, 1956), Presley starred in 31 motion pictures, having signed to multiple long-term contracts on the advice of his manager. ",3421.083333333333
402,"Hutchinson emigrated from England to Massachusetts in 1634, in response to the preacher John Cotton's doing so. ",2935.545454545455
403,Presidents to serve in Congress after having been President. ,1339.0833333333333
404,"These experiments culminated in 1896 with the completion of his own self-propelled vehicle named the Quadricycle, which he test-drove on June 4 of that year. ",3819.909090909091
405,He graduated from Harvard University in 1787 and was elected to Phi Beta Kappa. ,2089.5
406,"Among those attending the Kennebunkport, Maine wedding ceremony were Isabel Stillman Rockefeller (daughter of Percy Rockefeller), Hope Lincoln, Mary Keck, Elizabeth Trotter, Martha Pittman, Ruth Lionberger, Nancy Walker, George Herbert Walker, Knight Wooley, Frank Shephard, John Shepley, Richard Bentley, Henry Isham, William Potter Wear, and Henry Fenimore Cooper. ",8119.166666666666
407,"His most important scientific work is his Zoonomia (1794-1796), which contains a system of pathology, and a treatise on ""generation,"" in which he, in the words of his famous grandson, Charles Robert Darwin, anticipated the views of Jean-Baptiste Lamarck, who in turn is regarded to have foreshadowed the theory of evolution. ",6056.25
408,He resigned that position to become President of the World Bank (1968-1981). ,1760.9166666666665
409,"He died in Los Angeles at age 85, and was buried in Forest Lawn Memorial Park Cemetery in suburban Glendale. ",2150.8333333333335
410,"Another example of a player misjudged by the NFL, he became an ironman of the American Football League who never missed a game during his career, starting 112 consecutive games. ",3903.4166666666665
411,Colonel Elliot Roosevelt was a pilot in the United States Army Air Force (USAAF) during World War II. ,2479.916666666667
412,"He represented Maryland in the Continental Congress, and in the federal Congress as both the Representative and a U.S. ",2467.545454545454
413,"She was nominated for the Academy Award for Best Supporting Actress for The Godfather, Part II and for the Best Actress in a Leading Role for Rocky. ",2956.666666666667
414,"With his interest in race cars, he formed a second company, the Henry Ford Company. ",2180.909090909091
415,"In 1946 McNamara joined Ford Motor Company, which he later said had been the result of a Life magazine article which reported how few college-educated managers there were at the then unprofitable company. ",4435.083333333332
416,His son Charles Francis Adams was Secretary of the Navy and a renowned yachtsman. ,1794.4166666666665
417,"She later moved yet further from her Boston-based persecutors, to what is now The Bronx in northern New York City. ",2697.454545454546
418,"Geiger commanded the III Amphibious Corps in the battle of Okinawa, where he assumed command of the U.S. ",2626.0000000000005
419,"While serving as Secretary of State under President James Monroe, Adams negotiated the Adams-Onis Treaty with Spain and devised the Monroe Doctrine, both of which were of long lasting importance. ",4042.3333333333326
420,"He was awarded the 1921 Nobel Prize for Physics for his explanation of the photoelectric effect in 1905 (his ""miracle year"") and ""for his services to Theoretical Physics"". ",3387.5454545454545
421,"Elvis Aron Presley (January 8, 1935 - August 16, 1977), also known as The King of Rock and Roll (sometimes shortened to The King) was an American singer and actor. ",3230.5833333333335
422,He also starred in the mini series The Stand. ,923.1818181818182
423,"In 1954 she, along with Bing Crosby, Danny Kaye, and nVera-Ellen, starred in the movie White Christmas. ",2697.727272727273
424,She was born in Massachusetts and raised in Boston. ,1118.4166666666665
425,"As a child, his hero was Batman, and as a teenager his interests shifted towards music. ",1472.4545454545455
426,"In 1964 she went to Reprise again, shifting the next year to Dot Records. ",1949.6363636363635
427,In 1952 he was elected to the U.S. ,706.4166666666667
428,"Between 1954 and 1956, Gail Davis starred as the Western sharpshooter, Annie Oakley in the Annie Oakley television series on the ABC network. ",3096.166666666667
429,Huxley was strongly influenced by F. ,668.1666666666667
430,"Timothy Bush, Sr. ",774.1818181818181
431,"This can in part be traced to statements from Kurt Ludecke, Germany's representative to the U.S. ",2530.818181818182
432,"Clooney's first recordings, in May of 1946 were for Columbia Records as a singer with the big band of Tony Pastor. ",3468.454545454546
433,"He left in November 1923 to become president of sales for Stedman Products of South Braintree, Massachusetts. ",2465.6666666666665
434,Miguel was close friends with actress Dominique Dunne and in 1982 served as a pallbearer in her funeral. ,2918.272727272727
435,1728 - c. ,416.0909090909091
436,Bartholomew J. ,714.5
437,"General Simon Bolivar Buckner, Commanding General of the Tenth Army. ",1649.9166666666663
438,Bush. ,194.0
439,"Following his involvement there in a program to teach the analytical approaches used in business to officers of the Army Air Forces, he entered the Army as a captain in early 1943, serving under Col. ",4004.083333333333
440,Bush and George W. ,330.72727272727275
441,"He was a member of the Executive Committee of the United States Golf Association (USGA) from 1928-1935, serving successively as Secretary, Vice President and President. ",3167.5833333333335
442,"His application to Yale Divinity School was rejected, and he graduated from Crozer Theological Seminary in Chester, Pennsylvania [1] with a Bachelor of Divinity in 1951. ",3127.3333333333335
443,"He was president of the Union Pacific Railroad from 1884 to 1890, having previously become widely known as an authority on the management of railways. ",3192.833333333333
444,"Ball (November 3, 1905 - December 18, 1993) was an American politician. ",1542.6666666666667
445,"and Lydia Newcomb and was born in Penfield, Monroe Co., New York on January 28, 1797. ",1754.4999999999998
446,"In 1998, he began narrating the American version of the children's series Thomas the Tank Engine and Friends. ",2745.090909090909
447,"Shire became famous for her roles as the wife of boxer Rocky Balboa in the Rocky movies, and for her role in The Godfather and its sequels. ",2817.9166666666674
448,"Abram Joffe, a Soviet physicist who knew Einstein, in an obituary of Einstein, wrote, ""The author of [the papers of 1905] was ... ",2897.181818181818
449,"The Bushes moved to Columbus, Ohio, in 1923, where Bush worked for the Hupp Products Company, where his business efforts generally failed. ",3171.5
450,"On January 28, 2005 it was revealed that he accepted money from the George W. ",1708.7272727272727
451,"He wrote great novels on dehumanising aspects of scientific progress, most famously Brave New World, and on pacifist themes (e.g. ",2945.0833333333326
452,"Export-Import Bank through his father, Franklin Delano Roosevelt. ",1282.8333333333333
453,"Besides making cameo appearances in films such as Casino Royale (1967), television dramas like Casanova (1987), and comedy shows like Yes, Minister, he also wrote television scripts and screenplays, notably Princess Caraboo (1994). ",4503.416666666665
454,"During World War II, he accompanied FDR as a military aide to the Casablanca meeting of 1943 and the subsequent Cairo and Tehran Conferences. ",2665.4166666666665
455,"Bush, and grandson George W. ",615.3333333333333
456,"He married Dorothy Walker, George Herbert Walker's daughter, on August 6, 1921, and together they had five children, including George H. ",2467.2499999999995
457,"(May 27, 1835 - May 20, 1915), a member of the prominent Adams political family and son of Charles Francis Adams, Sr., graduated at Harvard in 1856, and served on the Union side in the American Civil War, receiving in 1865 the brevet of brigadier-general in the regular army. ",6315.583333333333
458,"Although Adams lost in both the popular and electoral votes in the Presidential election of 1824, none of the candidates were able to secure a majority of the electoral vote, thereby putting the outcome in the hands of the House of Representatives, which to the surprise of many elected Adams over rival Andrew Jackson. ",5459.333333333333
459,"After his discharge in 1919, Bush went to work for the Simmons Hardware Company in St. ",2023.9166666666667
460,"Edsel's widow Eleanor, who had inherited Edsel's voting stock, wanted her son Henry Ford II to take over the position. ",4928.363636363637
461,He lost his reelection bid in 1948 to Hubert H. ,1275.1666666666667
462,"In 1983, Miguel was given a small part as a waiter in the movie The Man Who Wasn't There. ",1857.3636363636365
463,He was one of the founder members of the Lunar Society. ,1394.5
464,"His grandfather, Nils Samuel von Koch (1801-1881), was the Attorney-General (""Justitiekansler"") of Sweden. ",2832.5833333333335
465,Bush took office in 2001. ,588.1666666666667
466,"Some say this was because of a bargain he struck with Henry Clay, which put Clay into office as his Secretary of State once Adams won. ",2661.0833333333335
467,and Alberta Williams King. ,772.9999999999999
468,"They had five children after which they relocated to Norwich, Vermont where Bush was a Captain of a militia company. ",2702.727272727272
469,He was then hired by the legal department of CBS subsidiary Columbia Records. ,1680.6666666666665
470,"William was born in Dorchester County, Maryland, the second son of Jacob Hindman (1713-1766) and Mary Trippe Hindman (died 1782). ",2873.636363636364
471,"She had been singing and dancing since childhood and after graduating from high scool in Little Rock, she went to study drama at girl's college in Bryn Mawr, Pennsylvania before completing her education at the University of Texas in Austin. ",4567.333333333334
472,"He was Secretary of State in the Cabinet of President James Monroe from 1817 to 1825, a tenure during which he was instrumental in the acquisition of Florida and in keeping the United States from becoming dependent on England. ",4470.750000000001
473,He acquired his early education in Europe at venerable institutions such as the University of Leiden while accompanying his father while the elder Adams was serving as an American envoy to France and later the Netherlands during the Revolutionary War. ,5135.416666666666
474,"In 1925, he joined the United States Rubber Company (based in New York City) as manager of the foreign division, and moved to Greenwich, Connecticut. ",3004.833333333333
475,"Bush (Kerry's 9th cousin, twice removed). ",737.0833333333333
476,"After graduation, he served as a field artillery captain with the American Expeditionary Forces (1917-1919) during World War I. ",2888.3333333333335
477,"Despite excelling in the mathematics and science portion, his failure of the liberal arts portion of the Eidgenoessische Technische Hochschule (ETH, Swiss Federal Institute of Technology, in Zurich) entrance exam the following year was a setback; his family sent him to Aarau, Switzerland, to finish secondary school, where he received his diploma in September 1896. ",7254.090909090908
478,Henry Ford advocated long-time associate Harry Bennett to take the spot. ,2086.5454545454545
479,Saviour's parish. ,598.9166666666665
480,"Geiger was born in Middleburg, Florida. ",1050.6666666666665
481,"In 1879, he left home for the nearby city of Detroit to work as an apprentice machinist, first with James F. ",2991.909090909091
482,Eisenhower. ,314.25
483,"Sorensen, and C.H. ",557.0
484,His brother Gabriel Ferrer is married to singer Debby Boone. ,1905.5454545454545
485,He is the 10-year-old son of Homer and Marge Simpson and older brother of Lisa and Maggie. ,1731.5833333333333
486,He was married to actress Kim Basinger from 1993 to 2002. ,1917.1818181818185
487,"During this time he worked on developing a federal system of roads, canals, bridges, lighthouses, and universities until Jackson, who defeated Adams in the latter's quest for re-election, was sworn in to replace him. ",4346.666666666667
488,"Band mate Billy Mumy (""Will Robinson"" on the T.V. ",1526.0
489,"Through his son Timothy Bush, Jr., who was also a blacksmith, descended two American Presidents -George H. ",2905.727272727273
490,His cousin is actor George Clooney. ,1392.7272727272727
491,"Bush (Kerry's 9th cousin once removed), and George W. ",734.5000000000001
492,In 1966 she went to United Artists Records. ,1689.6363636363635
493,"Raymond Arrieta (born March 26, 1965 in San Juan, Puerto Rico) is considered by many to be one of Puerto Rico's greatest comedians. ",2969.3333333333335
494,"Alexander Rae Baldwin III (born April 3, 1958, in Massapequa, Long Island, New York, USA) is an American actor who is the oldest and best known of the ""Baldwin brothers"", with brothers Daniel, Stephen and William. ",7815.000000000001
495,"He attended Florida State Normal and Industrial College and received an LLB from Stetson University, after which he enlisted in the Marine Corps. ",2572.4999999999995
496,"Eunice Mary Kennedy Shriver (born July 10, 1921 in Brookline, Massachusetts) is a member of the Kennedy family. ",2779.5833333333335
497,"He maintained homes in Long Island, New York and Greenwich, Connecticut; the family compound at Kennebunkport, Maine; a 10,000 acre (40 km?) plantation in South Carolina; and an island retreat in Florida. ",5492.499999999999
498,"Elvis Aron Presley was born in a two-room house in East Tupelo, Mississippi to Vernon Elvis Presley and Gladys Love Smith. ",3268.3333333333335
499,He is a member of the Labour Party. ,774.3333333333333
500,"Senate (Republican, Connecticut), defeating Abraham Ribicoff for the vacancy caused by the death of James O'Brien McMahon. ",2536.916666666666
501,Humphrey. ,208.16666666666663
502,"He was a participant in the Underground Railroad, and even petitioned the New York state Legislature to secede from the Union in a protest against slavery. ",3404.416666666666
503,"Among the many television shows in which Miguel has made guest appearances are: Miami Vice, CHiPs, Will & Grace, Superman, Tales from the Crypt and Twin Peaks. ",3207.5454545454545
504,"He was the son of a blacksmith Timothy Bush, Jr. ",1117.75
505,"On May 23, 1953, she married Robert Sargent Shriver, Jr., who was U.S. ",1951.9166666666665
506,In his 1942 bid for re-election he was defeated by state Attorney General Earl Warren. ,1904.2500000000002
507,His father was Samuel Prescott Bush and his mother was Flora Sheldon. ,1516.1666666666665
508,"Bush (named after George Herbert Walker), Prescott Bush, Jr., Jonathan Bush, William Bush, and Nancy Bush. ",1839.0833333333335
509,"Hindman died in Baltimore, Maryland and is buried in St. ",990.9999999999999
510,"In the spring of 1896, the Serbian Mileva Maria (an acquaintance of Nikola Tesla) started initially as a medical student at the University of Zurich, but after a term switched to the same section as Einstein as the only woman that year to study for the same diploma. ",5754.272727272726
511,Senator from Connecticut and a Wall Street executive banker with Brown Brothers Harriman. ,1859.25
512,"Senator Her ancestors include James Bowdoin, former governor of Maine, and John Winthrop, the first governor of the Massachusetts Bay Colony. ",2931.5833333333335
513,"The same year, he renounced his Wuerttemberg citizenship and became stateless. ",1760.6363636363637
514,"The family was Jewish (non-observant); Albert attended a Catholic elementary school and, at the insistence of his mother, was given violin lessons. ",3011.4545454545455
515,Stella Dorothea Gibbons (5 January 1902�19 December 1989) was an English novelist and poet. ,3582.6666666666674
516,"Matthew Parker (August 6, 1504 - May 17, 1575) was Archbishop of Canterbury from 1559. ",2159.166666666667
517,Bush was a soldier in the French and Indian Wars and a Captain in the American Revolution and is the great-great-great-great-great grandfather of president George W. ,4272.272727272728
518,"George's School in Newport, Rhode Island as well as the famous Stonyhurst College in England (where he designed the boys' golf course still in use today) from 1908 to 1913, Bush entered Yale University. ",3957.500000000001
519,"The organization's nonviolent principles were criticized by the younger, more radical blacks and challenged by the Student Nonviolent Coordinating Committee (SNCC) then headed by James Foreman. ",3616.5833333333335
520,"During this period, he personally drove his Quadricycle to victory in a race against Alexander Winton, a well-known driver and the heavy favorite on October 10, 1901. ",4842.545454545454
521,"In between his sea voyages, Kerouac stayed in New York with friends from Fordham. ",1634.7499999999995
522,W. ,101.36363636363636
523,He later became president of the United Secularists of America. ,1525.5833333333335
524,"He died in Santa Barbara, California. ",897.75
525,He stated his intention to act as a stalking horse against Tony Blair. ,1785.0833333333333
526,He is often associated with the Theatre of the Absurd. ,1126.5833333333335
527,(c. ,95.0909090909091
528,After a two-day trial she was banished as a heretic in 1638 and led 60 followers to settle Aquidneck Island in what later became Rhode Island. ,3507.4545454545455
529,"Aldous Leonard Huxley (July 26, 1894 - November 22, 1963) was a British writer who emigrated to the United States. ",2999.833333333334
530,"Ford was forced out of the company by the investors, including Henry M. ",1842.090909090909
531,He graduated from New York University`s College of Arts and Sciences in 1953 and received a scholarship to Harvard Law School. ,2935.25
532,"in the 1920s, and Winifred Wagner, daughter-in-law of Richard Wagner, who said they requested funds from Ford to aid the National Socialist movement in Germany. ",4129.454545454545
533,"At the age of 21, she married William Hutchinson. ",2093.272727272727
534,"His most widely seen role was as Jonathan Harker in Tod Browning's Dracula (1931), though he commented throughout his life that he had never watched the film and did not intend to. ",3452.25
535,"Rosemary Clooney (May 23, 1928 - June 29, 2002) was an American popular singer and actress. ",2895.545454545454
536,"Albert's sister Maja was to later marry their son Paul, and his friend Michele Besso married their other daughter Anna. ",4660.727272727273
537,"In 1781 he moved to Derby, where he died suddenly on the 18th of April 1802. ",1958.833333333333
538,"His son, George H. ",463.25
539,Elliot and Fokker were able to receive such a large commission because Elliot had close connections to the U.S. ,1771.0000000000002
540,"Ford was born on a prosperous farm in Springwells Township (now in the city of Dearborn, Michigan) owned by his parents, William Ford (1826-1905) and Mary Litogot (c1839-1876), immigrants from County Cork, Ireland. ",5770.818181818181
541,"Albert Einstein (March 14, 1879 - April 18, 1955) was a German-born Jewish theoretical physicist of German, Swiss and American citizenship, who is widely regarded as the greatest scientist of the 20th century or even of all time, ranking alongside the luminaries Newton and Gauss. ",5889.545454545454
542,"Eventually Obadiah, Henry and possibly another brother or two went off to find their fortunes in the California Gold Rush of 1849. ",2884.0833333333326
543,Adams received one electoral vote in the presidential election of 1820. ,1814.75
544,"David Manners (April 30, 1901 - December 23, 1998) was a Canadian film actor. ",2293.5
545,"John Wells (November 17, 1936 - January 11, 1998) was a British actor, writer and satirist. ",1920.9166666666665
546,"Another descendant, Eve LaPlante, is the author of the most recent biography of Anne Hutchinson, American Jezebel: The Uncommon Life of Anne Hutchinson, the Woman Who Defied the Puritans. ",3859.4545454545455
547,"Gail Davis (born October 5, 1925; died March 15, 1997) was an American actress. ",2338.8333333333335
548,He is also notable in that he is the great great great grandfather of President George W. ,1882.0
549,"He was ""discovered"" by the film director James Whale, and within a few years, he was a popular leading man, playing opposite such up and coming actresses as Katharine Hepburn, Gloria Stuart, Myrna Loy, Loretta Young, and Ann Dvorak, and he was paired several times with Helen Chandler. ",5828.916666666666
550,"While serving abroad, he met Louisa Catherine Johnson, the daughter of an American merchant living abroad. ",2294.8333333333335
551,"He was a member of the Darwin-Wedgwood family, most famously including his grandson, Charles Darwin. ",2512.75
552,"He was born in Fillmore, Utah to Daniel Olson and his wife Delilah King. ",1866.25
553,"Jack Kerouac (March 12, 1922 - October 21, 1969) was an American novelist, writer, poet, artist, and part of the Beat Generation. ",2494.583333333334
554,"From 1775 and 1777, Hindman served in Maryland�s revolutionary government, as the state�s Treasurer for the Eastern Shore. ",3065.0833333333335
555,"He indicated his hope that, in the event of an election, Gordon Brown would enter. ",1748.9166666666667
556,"In 1894, following the failure of Hermann's electrochemical business, the Einsteins moved from Munich to Pavia, Italy (near Milan). ",3661.5454545454545
557,Roosevelt and both Bushes - George H. ,867.8181818181818
558,"Among fans, Blue Hawaii (1961) and Viva Las Vegas (1964) are also highly praised. ",1765.4166666666665
559,Austin is a member of the left-wing Socialist Campaign Group. ,1593.4166666666665
560,"Adams was born in Braintree, Massachusetts in a part of town which eventually became the separate town of Quincy. ",2361.0
561,"Michael McManus (born February 5, 1959) is a syndicated columnist who wrote Ethics & Religion. ",2971.0
562,bombers' efficiency and effectiveness as a major responsibility. ,1097.0
563,"Robert Henry Dee (born May 18, 1933 in Quincy, Massachusetts) is a former three-sport letterman at Holy Cross College who was one of the first players signed by the Boston Patriots in 1960. ",4592.25
564,"Martin Luther King, Sr. ",441.0833333333334
565,"Although Ford is often credited with the idea, contemporary sources indicate that the concept and its development came from employees Clarence Avery, Peter E. ",3952.727272727272
566,"Following attendance at the Marine Officers' School at Port Royal, South Carolina, he served as a member of the Marine detachments aboard Wisconsin (BB-9) and Delaware (BB-28). ",3620.75
567,Einstein attended the Luitpold Gymnasium where he received a relatively progressive education. ,2010.5454545454547
568,"Erasmus Darwin (December 12, 1731 - April 18, 1802) trained as a physician and wrote extensively on medicine and botany, as well as poetry. ",3271.666666666667
569,He was commissioned a Second Lieutenant on 5 February 1909. ,1477.833333333333
570,Elvis had a twin brother (Jesse Garon Presley) who died at birth. ,1746.0
571,"He was the son of the writer Leonard Huxley by his first wife, Julia Arnold; and grandson of Thomas Henry Huxley, one of the most important naturalists of the 19th Century, a man known as ""Darwin's Bulldog."" ",4278.916666666667
572,"Elvis was praised by all his directors, including the highly respected Michael Curtiz, as unfailingly polite and extremely hardworking. ",2445.3333333333335
573,Bush and George W. ,392.4545454545454
574,Adams's son Charles Francis also pursued a career in politics. ,1378.0833333333335
575,"Hutchinson was born Anne Marbury on July 17, 1591 in Alford, Lincolnshire, England. ",2676.9090909090905
576,"As an Army photo reconnaissance pilot, he and the men in his unit also played a key role in the D-Day landings. ",2522.583333333333
577,Three U.S. ,262.9090909090909
578,"In the years between the wars, Henry Ford supported Adolf Hitler's Nazi regime. ",2393.2727272727275
579,"The movies Jailhouse Rock (1957), King Creole (1958), and Flaming Star (1960) are widely regarded as his best among film critics. ",2697.2499999999995
580,Joseph H. ,291.5
581,"Elvis Presley was raised both in East Tupelo (which merged with Tupelo in 1948) and later in Memphis, Tennessee, where his family moved when he was 13. ",3018.6666666666665
582,"Culbert Levy Olson (November 7, 1876 - April 13, 1962) was a U.S. ",1770.583333333333
583,"Rosemary, Betty, and brother, Nick, as well as her nephew, George Clooney (Nick's son), all became entertainers. ",2923.272727272727
584,Her father was Joseph P. ,815.3333333333333
585,"After Raymond graduated from high school, he enrolled in the ""Universidad del Sagrado Corazon"" (University of the Sacred Heart) of San Juan, where he earned a Bachelors Degree in ""Radio and Television Production"". ",3562.8333333333335
586,Bush through his son Reverend James Smith Bush. ,1196.9999999999998
587,"She was born in Maysville, Kentucky, about 60 miles up the Ohio River from Cincinnati, Ohio to Andrew Joseph Clooney and Frances Marie Guilfoyle, both of whom were of Irish descent (Rosemary's paternal great-grandparents, Nicholas Clooney and Bridget Byron, were born in Ireland), although Clooney's paternal grandmother, Crescentia Koch, was German. ",9210.272727272728
588,Bush would both later become U.S. ,771.6666666666667
589,"He died in Springport, New York in 1815. ",1360.4545454545455
590,"In 2003, Miguel made his New York stage debut in the Off-Broadway production of The Exonerated. ",1786.1818181818182
